,User Ratings,User Reviews,Name,Overall Rating
16,5.0,"The only hotel I been to that has a heated pool in Bangkok. Why would you need a heated pool in tropical Bangkok one wonders? The fact is there are indeed short sporadic periods of cold spells from November to January. This period, it went as low as 15 Celsius in my car’s thermometer on some mornings. For tropical folks here, jumping into a swimming pool in the cool season will throw many into hypothermia. So, when the pool is heated to a balmy 29 Celsius (as seen on my Garmin), it was indeed pleasant. As I swam over the water circulation outlets, it was like encountering those heated volcanic vents in the deep cold sea. The pool here is open air, but indoors in the shades. Lately, there has been a wave of Covid in Bangkok, strict measures are back in place again. To get access to the pool, we had to make advance bookings. Each booking is limited to 30 minutes. During that half hour, we had the whole pool to ourselves. Although this sounded restrictive, which it is, the experience was exquisite. Especially when you have children that are like 60,000W loudspeakers generating white noise, you do not really have to be concern about it as there are no one else around that could feel irritated. I loved the pool. It was like our personal family bathtub, minus the soap and bubbles of course.  The room we had was a one-bedroom studio suite. There are 4 on the corners of the floor we were on. Our room has generous windows across 270 degrees and that extended into the bathroom where a standing tub stood. A sturdy wall desk next to the large flatscreen, it was space slightly tight for some work I had to do. Natural light irradiated throughout the room, and the view of the urban scape was splendid. As the skies dusk, the spectrum of sunset tones painted our room. A sofa along one side, that was where I lazed relaxed and sipped coffee while watching the afternoon skies. Right beside this corner, a traditional set of gongs erected vertically on a stand. That was where I made loud chimes that did no rhymes, and probably irritating the rooms adjacent. The sound insulation between our room and the next 1726 was rather disappointing. No staff policed the floors on this Saturday night. The next room sounded like they had 20 people compacted in there to make the best out of the weekend room thay paid for. They were yakking loud, there was high pitch witchy laughter and there was constant slamming of the door as people went in and out of the party room. That really devastated my sleep. Fortunately, my child was able to sleep through all these. I only managed to get some shut eye after 1 am.  The executive lounge is located on a high floor. During cocktail hours, the place was entirely filled. This season, everywhere in Bangkok, everyone is a privilege guest with lounge access. And so, this is where we all turned cocktail canapes hour into a dinner meal. I love the way Renaissance practiced Covid measures here. We were not allowed to self-serve at the buffet line. But with the house being full, we had to wait long for our orders to be taken and waited equally long for the staffs to bring our food from the line. Children were at the verge of throwing tantrums. There was salad, there was karaage chicken for the children. There was the delicious panang pork curry and traditional rice crackers with meat sauce topping (except they kept forgetting to bring me the meat sauce). And then there was more. We really did not need dinner after that. Breakfast was an enjoyable feast as well. Except they were trying to freeze us to death. My congee turned into ice block, my pancakes turned into flying saucers. My child was unusually quite due to low body temperature and returned to live when I gave her hot food. Just kidding…  but it was cold. Breakfast spread featured local morning delicacies you find in markets. Moo ping (BBQ pork on sticks) was excellently tender and tasty. It was accompanied by sticky rice. There was kai yang kao niao (BBQ chicken, again with sticky rice), and there was also the traditional soy milk with dough fritters. It was local through and though. Some like it this way, bring the market in clean without walking the alleyways. Other then local, there was sushi, really delicious dim sum and all the other western spreads. They even had pulled-pork sandwich. I have always been impressed by the wide range in a Marriott buffet, but here at Renaissance, it was equally impressive. It did get quite crowded as 9 am drew near, so be early or be queued on weekends. We ate and ate, we did not need to have lunch, for the next 3 days.    Renaissance is located away from the main road. Seven Eleven will be a short stroll under the walkway of a shopping complex that has got a good sports factory outlet. On the main road up the stairs to the elevated walkway, you can easily reach Central World, the BTS and everything else. Convenience and access to everything are just short walks away. Outdoor areas for chilling out is limited in this hotel. Down the lobby, there are some chairs by the driveway, but that is the smoking area. The other outdoor space one could spend some time lazed on a chair to read a book is where the swimming pool is. And then there is the roof top bar, which is for drinks in the night, and was closed because of Covid. Any conducive space to do some notebook related work? No, there is none if outdoor one seeks. So, our room will have to be the work room, but with noisy child my concentration collapsed. There is a meeting room where the executive lounge is, but I would prefer sitting outdoors on a cool morning. All in all, my stay was fulfilling and fantastic, except for the noisy night. What was most unique and what I loved most, the heated pool. This shall be my return destination in the cooler months of Bangkok. And there are still some last chances of cold spells in Jan 2021 for the personal bathtub experience.",Renaissance Bangkok Ratchaprasong Hotel,4.5
17,5.0,The staffs were very supportive and friendly. The breakfast was so nice and delicious. Room view was excellent. The Italian restaurant provided good service and the quality of the food was great. Overall of the stay was fantastic.,Renaissance Bangkok Ratchaprasong Hotel,4.5
18,5.0,"Got room upgrade and extend check-out date as complimentary due to low occupancy during weekday. Executive lounge staff Khun Min was so nice. She noticed that my friend just reached the lounge nearly the closing time. Due to her kindness, she came to inform my friend taking some food before closing time. Even it’s little thing but big touching of our heart. Actually, all executive lounge staff is so professional, enthusiastic and active. We had a pleasant stay at Renaissance Bangkok Ratchaprasong.",Renaissance Bangkok Ratchaprasong Hotel,4.5
19,5.0,"Staying at the Renaissance Bangkok Ratchaprasong Hotel for 5 consecutive nights, we had so many great experiences there. The hotel is conveniently located in the heart of Bangkok. There are plenty of shopping malls nearby such as the Central World; where my wife went for her figure skate practice almost everyday and the Gaysorn Village is less than 5-min walk. And, the hotel is connected to the BTS Chitlom station via the Maneeya building on the 3rd floor. There are not so many guests during our stay so the hotel's quite peaceful and private. The 25 meter city-view indoor pool is a must to try. The fitness center is fully equipped with treadmills machines, and free weights, very impressive. We would recommend the La Tavola italian restaurant for dinner, the Parma ham pizza and their signature Tiramisu are mouth watering. Also, the famous Feiya chinese restaurant is always the best in Bangkok. Please try Peking duck and Dim Sum for lunch. Furthermore, we loved the wagyu beef burger atthe R Bar, so very yummy. We got upgraded to the Renaissance Suite room which is huge, beautifully decorated, and the bed and pillows are very comfy. We enjoyed the large sized bathroom, bathub with million dollar view. All the staff gave us a very warm welcome and best service since check-in; from Bellperson to Front desk. Moreover, we'd like to convey my sincere thanks and appreciation to Khun Cyndy, Khun Tuk, and Khun David for their kind assistance reserving and upgrading the room, and making sure that everything's alright for us during our 5-night stays at the hotel, especially the lovely yummy cake for us, we appreciate your thoughtfulness. They all surely have a top-notch service. We're looking forward to coming back to stay at the Renaissance Bangkok Ratchaprasong Hoteagain.",Renaissance Bangkok Ratchaprasong Hotel,4.5
20,4.0,"Currently, the hotel offers some of the best deals in a town, so that’s why we are here. The room we stayed was nice, quite big, with a large and wonderful bathroom. We didn’t went for the club room in the first place but then we decided to go for the Happy Hour (just a little additional price) and I have to say it was beyond our expectation. The food was even better than some other hotel’s lounge in a normal situation but the drinks may be so-so, but hey for this kind of price and situation it’s the best. For the breakfast, it seemed like the breakfast is served in the lounge in weekdays. There was something I would say “limited” about the food lineup but the taste was good. Pool area was fine. The services were nice. ",Renaissance Bangkok Ratchaprasong Hotel,4.5
21,5.0,"Great service, It is my third times here reception staff recognized me since I walk through the door entrance, They said "" Welcome Back"" and their duty manager greeting me with a full name "" Welcome back Khun Khantaphon"" such an impressive moment The room was located on the almost highest floor with a great city view and all facility in the room",Renaissance Bangkok Ratchaprasong Hotel,4.5
22,4.0,"The air conditioner is uncontrollable, the room service person had come to the room, but could not solve it, until the next day, another technical team came and founded it was a big solve,  anyway, the hotel is quick response and propose us the reasonable compensation by changed new room and late check out to me",Renaissance Bangkok Ratchaprasong Hotel,4.5
23,5.0,"Swift check in and check out process, everything was provided as per requested before arrival (well done Khun Mayple!). Khun Tony who accompanied me to my room after checked in by the Lovely Chinese DTA were friendly, Khun Boom front front door were very helpful,unfortunately I didn't remember anyone else name due to over excitement off having to spend time here.Room were spacious (Room 2001), cleaned, well maintained and had splendid view even in the bath tub, you can look out catch view of Central World.Fei ya Chinese restaurant-  duck is ever so soft and tasty. Even though it was a short stay, I made good use of the facilities: Steam, Sauna, Pool and Gym.Centrally located, short walk from BTS Sky train and the major shopping district.Exceptional service from all staff from Front door, Housekeeping, Fitness, DTSA, Engineering to F&B. I can’t wait to come back here, if the hotel will have me that is. ",Renaissance Bangkok Ratchaprasong Hotel,4.5
24,5.0,"I and my wife stay here many times within these few months. Check-in and check-out is very easy, quick and effective. Good job for K.Miew, K.Tong and their team.Service here is fantastic both housekeeping team and staffs in club lounge eapecially K.Ploy Breakfast is what I could not forget to mention. There are a lot of choices for breakfast and all dishes are great. Quan Spa is also great value and service. Thai Oil Massage is a must try.Only 1 thing that need an improvement is service from staff in Feiya. Overall stay is impressive and would definitely return soon, except Feiya Chinese Restaurant.",Renaissance Bangkok Ratchaprasong Hotel,4.5
25,4.0,"close to business area, including the BTS station. very good service and affordable price. I went Lumpini Park for morning run. it's 1 km from hotel. You may try the fitness room and the swimming pool at the hotel for the rush day. Central World and many shopping mall is closed to the hotel",Renaissance Bangkok Ratchaprasong Hotel,4.5
26,5.0,Second time stayed in this hotel. Location is flawless as the hotel is located right next to Chit Lom BTS station. Staff are excellent! Everyone i met was so generous and they sincerely did their  service from their heart. Thank to Tony Navigator helped me a lot. Room is a bit outdated but well maintained. The bathroom is so spacious that it’s like you can dance in it without hitting any wall. This hotel is definitely great top selection to keep staying  next time,Renaissance Bangkok Ratchaprasong Hotel,4.5
27,5.0,"I’m so impressed with the services here from various functions. Khun Min, Khun Kwan, Khun Nan and Khun Ploy at Executive Club are excellent. The young ladies are so nice and give us such an outstanding services. Khun Roong who is the chef at the breakfast room also superb. She gives me such a special services. Strongly recommend staying here.  ",Renaissance Bangkok Ratchaprasong Hotel,4.5
28,5.0,"Located at the heart of Bangkok’s shopping and dining district and a short hop to the city's largest green space, Lumpini Park, Renaissance Bangkok Ratchaprasong Hotel ticks all the boxes for a downtown hotel. Furthermore, with special promotions now being offered, there's no better time to spend a few days living in the lap of luxury.Renowned for its delectable cuisine, outstanding spa and vibrantly artistic decor, Renaissance Bangkok offers guests a choice of 11 different room and suite accommodations. From the plush Executive Suite to the standard Deluxe room, each is filled with world class amenities, stunning decor and outstanding furniture; the beds are super comfortable too.The lower floors of the hotel are primarily reserved for food, function and fun areas. R Bar, for example, is a wonderful place to hang out enjoying your favourite cocktail, an ice cold beer or a straight up Americano coffee. The lobby is an artist's dream with hidden motifs, flowery symbols and a grand glass stairway. Hidden behind doors is the car lift, which rumour has it can be reserved for private dinners!Also located here are fine dining restaurants La Tavola, Fei Ya and Flavors, which shares the floor with the amazingly high-tech ballroom. La Tavola is one of the city's top Italian restaurants, while Fei Ya without a doubt cooks up the best Cantonese food, including its amazing Peking Duck, outside Hong Kong. Flavors, on the other hand, serves a fabulous international breakfast and at weekends is home to probably the best Sunday Brunch.The upper floors are where guests can indulge in a little R & R, with Quan Spa providing a unique array of treatments, the welcoming lap pool and sun loungers (in fact the pool is indoors so no chance of sunburn), while the exclusive Club Lounge is an oasis of calm.With easy access to Bangkok’s skytrain system, guests can enjoy shopping, cultural or sightseeing tours across the entire city. The skytrain interconnects with the city's subway system as well as riverboat services along the Chao Phraya River. However, if you prefer to stay closer to the hotel, guests have half a dozen shopping malls within a one-kilometer radius.",Renaissance Bangkok Ratchaprasong Hotel,4.5
29,5.0,"Last stay was my 3rd times here and there are still many more bookings to come as here is one of my most favorite hotels in Central Bangkok. Why?Lobby: Nice and welcoming atmosphere with fresh and beautiful scent. Room: A bit old but comfortable and well-equipped with necessary amenitiesFood: No bad-taste food or not fresh food to think of Club Lounge: Good View with privacy atmosphereEverything seems to be right here for our family, but the most impressive thing to us is the STAFF from Front Door, Concierge, Club Lounge, Restaurant, Housekeeping, Pool & Fitness etc. Everyone we met are very energetic with, from my feeling, genuine service-mind. They are well-trained, nice, cheerful and helpful.Although I cannot name everyone here, but there must be some staff who I would like to give special thanks and let them know that they are recognized by their service mind skills. Khun Kevin (Concierge Navigator): He always has a big smile on his face with his good memory about the hotel's return guests, especially what they like or don't like. This definitely makes us feel like coming back to our 2nd home to meet friends. He also has a remarkable ability to make us so tasty cocktails that we forgot to count how many drinks we have had. Chef Jack: I am sure he is one of the key persons who makes the hotel’s restaurants well-known for their tasty fine-dining and services. He is outstanding from the cloud in terms of making you become a special guest by offering special things through his culinary expertise. Front and Club Lounge staff: Khun Dew, Khun Nan, Khun David, Khun Tiffy, Khun Kwan, Khun Aeh, Khun Yo as well as Khun Cindy (RSVN) – you are all a legend of our hotel experiences. Thank you very much ka. If there is any not-nice staff whom in contact with. Definitely Yes. But good things and good staff are much many; so, in sum, this hotel is highly recommended!",Renaissance Bangkok Ratchaprasong Hotel,4.5
30,5.0,"The Renaissance Hotel is in the center of Bangkok's shopping area, called Ratchaprasong.  The hotel is new, clean and has a refreshing look.  It is also close to BTS skytrain which passes by in front of the hotel.  We visited October 13-15 and as Titanium Elite was upgraded to a club suite.  When entering the lobby, you are greeted by a huge area, gift shop, bar and restaurant in addition to the front desk and comfortable sitting area with plants, flowers and water fountain.   Mention you are a club member and they will escort you to the club floor for check in.  If not, the front desk is staffed by friendly, cordial team members.  All the hotel staff we came in contact with from front desk, club lounge, security, housekeeping, etc. were helpful and attentive.  Our room was spacious with king bed, desk, sofa, easy chairs and a huge bathroom with walk in shower and all the amenities.  Bedding was immaculate and fresh.  The club lounge offered breakfast, tea time and cocktail and snacks, which were more than ample.  Staff were great.  Also in the hotel is an Italian Restaurant, (closed Mondays) and a Chinese restaurant, in addition to all day buffet style dining.  The fitness area offers a swimming pool which is open till late, as well as the gym also open till late.  No bakery on site.  Although Elite members get discounts on dining, during the special promotions with daily credits, they do not discount any further than the amount they are offering, so if 500 baht daily credit, you can use that at your discretion but they will not add on another 20-30 % discount.  Logical.  All the areas of the hotel we visited, were spotless.  It is wheelchair accessible with elevators and level areas throughout.  If visiting Bangkok, I highly recommend the Renaissance  Hotel.  ",Renaissance Bangkok Ratchaprasong Hotel,4.5
31,1.0,"CONFIRMATION NUMBER: 89586727 On OCT/17/2020,I notice that there's a democracy mop stating so I call the hotel to ask if I should still go, front desk said ofcouse, It's nothing to be worry about, so I start driving through the traffic, though the rain with my wife and kids as the booking is non refundable.then I notice that traffic is stuck and everything seems more tense, police are gathering to make mop shield, so I call again, employee said when I arrive, just talk to the police who and they'll let me in.finally after two hours I arrive but the police block everything and we cannot get though, so we call the hotel and they finally said that we can’t get in, they can’t help us, we are on our own.manager won’t change us to another hotel and he said that he will refund in credit to use in dining or spa, not for use in hotel stay. after many phone call and loud dispraise from me and chargeback from credit card, they finally refund to us.reservation 92262155 on OCT/24/2020so we decide to give them a second chance(very bad decision) which turn out was worse than last time.as I’m a platinum member, in afternoon I see on my application that I’ve been upgrade to executive room, which is normal for platinum, they also asked what time I will arrive and I told them around5-6pm.So i check my app again at 5pm and see that they then downgrade us to normal room, This is the first time that this happen to us in our life, they should make our stay better isn't it?.I asked them in chat and they said that our room might not be ready so they “think” that they should downgrade us to normal room.my wife then arrive at the front and complain about this and front desk said they will upgrade us to suite room, good enough.So we went to use executive lounge to have dinner, lounge is full with extra 3 family queue, so we decided to have Italian dining instead.we then ask restaurant manager to ask about free child meal which include in our package, manager knew nothing about it and have to call front desk to ask(don’t they ever talk to each other when they have promotions?so I finish dining and left my wife to clear the bills, later, on I found that 30% platinum discount don’t apply for billing if we use 500THB hotel credit. My bad as I just stay at lemeridien & marriott they let us, probably just this hotel or they blacklist us? I thinkfine, everything sucks but we have our suite room to go! so we open up our room and we are shocked, It’s executive room which have the same size as normal.we no longer want to make complain or anything, It’s really a bad day, my kids want to swim so we go off swimming, the pool is great, probably the best thing in this hotel.and the we comeback and turn the aircon off as It’s cold for kids(which turn out to be a terrible action). after we are done we turn zircon on, put on our cloth and decided to go to sleep(around 10pm) but the problem is the aircon doesn’t even works, It’s very hot at the 20 degree, we can barely breath.we then called front desk to send mechanic up to fix it, he said everything is normal, normal? really?I asked him that can he swear that this is 20 degree, can he breath(I even left my sandle to hold the door open so I can let some air in) he speak sarcastically “do you want it to be colder, just say it” and ofcouse I want it to be colder, after an hour everything is fix(11pm) and we go to sleepfront desk call us at 11:30pm probably to ask if everything is fix yet but It’s 11:30pm and my children are sleeping so I hang up and took off the phone.in the morning we found letter saying that they are sorry for the air-con problem, no need to say sorry if you don’t mean it, I tear it up and throw away it trash.breakfast was fine but we made an order for some thai food but they forgot to make it and we have to keep asking for it.when we check out, me and my wife ask front desk to cancel all of our reservation, so this is our 1 night stay, if you are going to stay here, I wish you luck, may the force be with you",Renaissance Bangkok Ratchaprasong Hotel,4.5
32,5.0,"Room: Studio Suite => The room looks a bit old. But clean and comfortable with full amenities and city views.Breakfast: Flavors => There are many food choices. Good taste, good service staff.Club Lounge => Beautiful view, many canapes and delicious flavors, very good service staff.",Renaissance Bangkok Ratchaprasong Hotel,4.5
33,5.0,"I've been doing a several months of Work From Hotel, and this has my favorite place in Bangkok. The hotel has one of the best location with easy access to BTS Chidlom, and short walk from Siam / Ratchadamri. Easy access to thousands of restaurant options. The front desk, housekeeper, and bell staffs were very nice. As a titanium member, they tried their best to upgrade me to the studio suite. The room offers great layout, fresh and very well decorated. I’d say the room is on par with Intercontinental, and significantly better than the dated Hyatt Erawan / JW Marriott. The executive lounge offered an okay food and drinks selection, but could get a bit crowded over the weekend.One downside would be the small pool area, no poolside services, and lacking hot bath or jacuzzi (neither in the spa). In hotel dining is also a bit limited, with Fei Ya’s pecking duck being the only standout option.Overall, I'd highly recommend this place for a stay in Bangkok.",Renaissance Bangkok Ratchaprasong Hotel,4.5
34,4.0,"Hotel is near shopping center etc. central chidlom, central world and near Bts chidlom station. There are Chinese restaurant “Fei ya” and Italian restaurant “ La tavola” that you should to try them.",Renaissance Bangkok Ratchaprasong Hotel,4.5
35,5.0,"High end hotel located in the heart of Bangkok waking distance from the major shopping district Siam. Excellent service provided by all the staff, in particular Khun Kwan and the other colleagues of the club lounge. Several food options at the premises, including a delicious pizza by the Italian restaurant. Already my third stay at the property. Recommend.",Renaissance Bangkok Ratchaprasong Hotel,4.5
36,5.0,"Thank you for your wonderful welcome check in The room was very comfortable and staff were excellent. The entire ( K.Bay ) Renaissance team were attentive, welcoming and made us feel very welcome. and R Bar good service , good drink , Short hair women is smile",Renaissance Bangkok Ratchaprasong Hotel,4.5
37,5.0,"Spent another long weekend in Bangkok and decided to stay near the Chitlom BTS station. Staying at the Renaissance Bangkok was a great choice. The room was very comfortable and staff were excellent. The entire Renaissance team were attentive, welcoming and made us feel very welcome. The Italian restaurant on site is spectacular. So much so, we ate their twice. Looking forward to another visit soon. ",Renaissance Bangkok Ratchaprasong Hotel,4.5
38,5.0,"I always enjoy to be here. The best service and food especially at the club lounge. After Covic19 they changed from buffet to a la cart which you can choose. The real authentic thai teast, food decorated and friendly service.",Renaissance Bangkok Ratchaprasong Hotel,4.5
39,5.0,I spend my birthday night at La tavola Italian restaurant in a Renaissance hotel. K’Baimon greet us at front she is well-mannered and lead us to our table. Staff are politely  K’Kim bring us menu and give a good suggestion as we were threre at first time but K’Kim can help us for inquiries of Italian food. the quality of food is awesome and fresh ingredients that make us want to come back again.,Renaissance Bangkok Ratchaprasong Hotel,4.5
40,4.0,"We had a great stay in Renaissance Bangkok, smacked in the city center, near to the BTS and shopping malls and plenty of restaurants. Breakfast was really good and we enjoyed the assortments of food available. But i must say that certain improvements are required. For one, the bedroom quality is really poor for a 5 star hotel. Furthermore, coffee is not provided in the rooms.",Renaissance Bangkok Ratchaprasong Hotel,4.5
41,5.0,"The hotel was very clean and modern! The staff was very friendly and the check in process was so quick. They had a fun gum ball machine that we turned at check in and our prize was a dessert/fruit that they brought up to our room within 30min. The lobby smelled a little strange , but I think it was some kind of air spray and intentional. The hotel was also in a convenient location near a MRT station. It was a perfect location to stay in for sight-seeing",Renaissance Bangkok Ratchaprasong Hotel,4.5
