18,5.0,accessible to the nearest mall so not to afraid that you cant find food when you are hungry! Great staff that served us. Told us abt the discount privileges that we can get as hotel guests if we dine in the restaurants. He allowed us to check into the room even though we reached early at around 12.30pm. We really appreciate much! Thumbs up to Mr Abhi!,Pan Pacific Singapore Hotel,4.5
19,5.0,"Have a warm welcome from the concierge team when arriving the hotel. Front office team will great during check-in. Will be back again to have a stay-cation. Breakfast was great , facilities was great too. ",Pan Pacific Singapore Hotel,4.5
20,5.0,Thank you Roxanne for your wonderful service. Really appreciate it! Coming from hotel line I know the difference of genuine service and whats not. Hotel was perfect besides the upsell issue. Staff and cleanliness and F&B was perfect. The hotel itself was peaceful!,Pan Pacific Singapore Hotel,4.5
21,5.0,Book this staycation for my family and was served by Mr Arbi. He is very patience with my requests and explained all the necessary hotel information to me. Thumbs up for his excellent service! Room was very clean with a nice view and big bathtub. ,Pan Pacific Singapore Hotel,4.5
22,5.0,"My second time staying with mom and helper. Staff was very hospitable and helpful. We were welcomed warmly by Reception officer Mr Arbi who was very patient and professional. Our breakfast at Edge was made personable by Janice and her team who attended patiently to my elderly mom. We stayed in the Skyline Suite at level 32. The view was simply breath-taking. The bathroom was spacious and luxurious! Overall, the service was excellent and we thoroughly enjoyed our stay. Even when we were leaving, the uncle at the taxi stand was very helpful and made sure we got a cab. Thank you Pan Pacific for making our stay a memorable one!",Pan Pacific Singapore Hotel,4.5
23,4.0,Great location for shopping and a walk along the river. My family and I had a comfortable and relaxing 3D2N staycation. Hotel staff are friendly and helpful. Checking in and out was a breeze. Room was comfortable. ,Pan Pacific Singapore Hotel,4.5
24,4.0,We planned at staycation at pan pacific singapore and the room was modern and view was great. Bed was very comfortable and the bathtub is very big. The staffs are friendly and helpful. Breakfast at edge not many options as compare to before covid. ,Pan Pacific Singapore Hotel,4.5
25,5.0,"3rd time staying at Pan Pacific, twice to celebrate our anniversary. Tip top service from them. Received a complimentary cake and goodies. They managed to arrange for connecting rooms for us and our 4 children. Fuss free system of booking facilities but unfortunately it rained heavily and we didn't get to swim.Very convenient to get to Marina Square and Suntec City as they are connected. ",Pan Pacific Singapore Hotel,4.5
26,5.0,"I would like to personally thank Dickson and D’cruz who have assisted me and my family to have a smooth check-in yesterday despite the long queue. I can see that all the staff are working professionally despite the high occupancy in their hotel. Our room was clean, spacious and my kids enjoy their stay here. Hotel location is definitely a plus point as it is near to Suntec City shopping centre and Marina Square. We will definitely come back again for another staycation. Pan Pacific Singapore really live up to their 5 star standard.",Pan Pacific Singapore Hotel,4.5
27,5.0,"Check in was fast and social distancing was adhered to. Adhi from Pan pacific front desk provided fantastic service, and made our stay very pleasant. Pan pac is also very convenient to the malls, I would definitely visit the hotel again.",Pan Pacific Singapore Hotel,4.5
28,5.0,"We truly enjoyed our stay from 6th to 8th April 2021. From our room on 34th floor, we had an excellent view of Marina Bay. The 360 deg unobstructed view from the club at 38th floor was spectacular especially at night. We took many photos.The spread for breakfast at the Edge and cocktail at the club were excellent.The service was superb and we would like to thank the following staff for making our stay so wonderful.Abhi from receptionHiffi from the clubRosemary and Siti from the EdgeJoseph Choo and Catherine Foo",Pan Pacific Singapore Hotel,4.5
29,5.0,"Had the most awesome stay at pan pac Singapore with my family! The kids love it, I love it and my hubby too! Room was spacious and clean, view from my room balcony was great and the hotel's service was spectacular! Want to give a shout out to, Abhi in particular, he made our check in particularly fast and smooth. Loved that he arranged a cot especially for my baby and even gave a birthday surprise to my older son as it's his 4th birthday. Thanks so much pan pac for everything!",Pan Pacific Singapore Hotel,4.5
30,5.0,"Brought my family for a staycation and was greeted with an excellent stay made better by the service provided by Abhi at the reception. The room was luxurious and comfortable. Swimming pool was nice for swimming with my son. Abhi was really courteous and helpful in ensuring that we had the best stay possible even though it was quite a busy day, being a Friday check in. I would definitely recommend the hotel and Abhi for any visitors in future.",Pan Pacific Singapore Hotel,4.5
31,5.0,"Staycation from 5-7 April 2021. Impressed with the service given by the staff at the Reception (YiLing and Ayaka) and the Edge (Ivy) . attentive, patient and very helpful bunch. Takes pride in their work and full of initiative. Location is very accessible to the places we want to go. Our room is v clean. although no bidet spray in the toilet for our poo-ing business but that is fine because everything else is excellent, haha. Thank you so much for making our staycation so pleasant. ",Pan Pacific Singapore Hotel,4.5
32,5.0,"Nice view, great customer service, clean room.. best recommended for couples wishes to stay for couple of nights.Best staycation ever..Thanks Mr Abhi from the front desk counter for arranging us this best view, high floor Room",Pan Pacific Singapore Hotel,4.5
33,5.0,"Hotel was amazing, gave us free upgrades with amazing service by the hotel. Abhi was really helpful and assist us throughout the whole stay in pan pacific hotel. I would definitely come back and enjoy another stay here.",Pan Pacific Singapore Hotel,4.5
34,5.0,"Here our first visit, the front desk receiption staff “ABHI” is extremely great and accommodating. The room is clean and comfy, definitely will recommend to our friend and will visit again in the future",Pan Pacific Singapore Hotel,4.5
35,5.0,"I just spent the long Good Friday weekend at the hotel & I had another great time. Great service by all staff at the reception, restaurant as well as our doormen. Check-in did not take long, I felt welcomed throughout my stay especially at the Pacific club lounge where they remembered me. Special mention to be made to Shine, Angel at pacific club who makes me feel so at home, service staff who’s on duty at the edge for pac club members fr 3-4 Apr for their great service, Jane at the reception for recognising me & welcoming me back, and our doorman kuselan & Ismail  for their great service. Thanks everyone! I will be back soon!",Pan Pacific Singapore Hotel,4.5
36,4.0,"Our one night stay with Pan Pacific Singapore was delightfully marked with exceptional great customer service. We were greeted by friendly front desk manager, Abhi, who professionally assisted us in checking in, and tried his best to accommodate to our various requests and enquiries. We had brunch at Keyaki, which serves authentic Japanese cuisine. The food was pleasant to the palates. However, due to a miscommunication, there was a slight unhappiness which was quickly resolved by the manager, Vincent, who addressed our concerns in a prompt and caring manner.In short, we were really impressed by the quality of customer service in this hotel where guests are treated with respect and you could tell the staff goes out of their way to make guests feel welcome and be at home. Will definitely recommend this hotel and be back if the opportunity arises!",Pan Pacific Singapore Hotel,4.5
37,4.0,"Everything was as expected for a 4-5 hotel. Room was spotless, staff very attentive, Internet was excellent. Fuss free stay, no issues whatsoever. Value-wise, I would not recommend PanPac - as I have stayed at other on-par hotels with same service standards at lower rates.",Pan Pacific Singapore Hotel,4.5
38,5.0,"Had our family staycation at Pan Pacific from 3/04/21 to 4/04/21.Check in was smooth, & we were pleasantly surprised when we got into our room- cleanliness spot on & spacious.So glad we managed to book our swimming pool session & my toddler had so much fun. Pool was not crowded too. During our check out, we were fortunate to bump into Mr Khalili who helped us with our stroller & luggage as our hands are full handling our daughter. Mr Khalili readily offered to help us all the way through our checkout process till we are out at the pick up point. He is also great in entertaining kids! Thank you Mr Khalili for the exemplary service & we will definitely be back again Pan Pacific!",Pan Pacific Singapore Hotel,4.5
39,5.0,"My husband and I had the most amazing 8-course private dining experience at the Keyaki Restaurant's private tatami room for his birthday celebration! Overlooking a little garden, the tatami room was a beautiful place full of serenity. Soft calming music played in the background and a coat hanger was available. The tatami floor and seats were absolutely gorgeous. We booked the entire space to ourselves, and for the whole 3.5-hours, we were served by the Japanese restaurant manager who was exceptional - very polite, detail-oriented and thoughtful. We truly felt like we had been transported to Japan! The manager and chefs went above and well beyond my expectations in helping me prepare for this celebration. To book the tatami private dining room, a minimum spend of $700 on total is required. However, since I was booking the room for two people only (my husband and me), this was a problem as the most expensive course dinner was $200 per pax, which meant that we had to sit for a whopping 16-course dinner per person to meet the minimum spend. When I called the restaurant to share my concern, the manager was incredibly kind and proactive in offering solutions. The manager discussed with the chefs who later proposed a curated $250/pax bespoke menu for my husband and me (see attached), and allowed us to have a minimum spend of $500 in total for the evening.The food was heavenly! Every course was perfectly designed, cooked and plated. Each course took us on an incredible gastronomical journey through Japanese cuisine. The ingredients used were of the highest quality! I especially enjoyed the starters, lobster and wagyu dishes.  In addition to the 8-course dinner, the restaurant prepared a red velvet birthday cake too. Even that tasted so good! One of the courses was a claypot rice. The restaurant manger presented the claypot to us to show us how the rice was cooked in it, before portioning the dish into two - this was such classy quality service, where even the smallest of details received utmost attention to ensure that we had the best experience possible. The component of each dish was explained to us in detail which truly made us savour each bite.I would highly recommend the private tatami dining room for anyone who wants to immerse themselves in Japanese food and ambience. The food and service was spectacular, and I would definitely be back for more!",Pan Pacific Singapore Hotel,4.5
40,4.0,"It's best if it serve halal food either than that everything is good and enjoyable..location is near to all, nice view,  cleanliness is top notch instruction given is very precise and clear...simple check out",Pan Pacific Singapore Hotel,4.5
41,3.0,"take a long time to check in but hotel compensate with late check out, stay for my wife birthday but do not receive anything even a piece of cake from hotel is quite disappointed (compare to other hotel), in room TV not working need to get technician to fix it.",Pan Pacific Singapore Hotel,4.5
42,4.0,"Always enjoy staying in this hotel during staycation, to get away from daily routine. Location is near shopping malls & train stations, with plenty choices of food. Down side is the price, which is slightly high.",Pan Pacific Singapore Hotel,4.5
43,5.0,"Stayed at the pacific harbour studio with club access and it was AMAZING. We had a celebratory occasion going on and the staff did something special for us with balloons which was very much appreciated! The room was clean and spacious so highly recommended. The club access brings you stunning view of the city.. the food spread was not as sumptuous as pre-covid times but I must say it is pretty decent. If there is one reason I'd return to the club lounge, it would be to enjoy the conversation and service of your staff Evan and the crew serving at the club access floor. Evan has been a warm ray of sunlight (even at dusk) who has been wonderfully attentive to my partner and my needs, and charmingly personable to make us feel comfortable. Her knowledge of the cocktails was so spectacular that I definitely ended up drinking more than I had initially expected. ""Hit the spot"". I don't often drink cocktails because most places tend to water them down (or scrimp on the alcohol), but McLuther at Pan Pacific nailed the cocktails perfectly. Not overly sweet or syrupy, yet every glass was a worldly blend of taste, smell, and colour. Special props to the Pep Berry and Whiskey Sour - berrilicious Pep Berry was an exquisite balance of fizz and sweet, while the Whiskey Sour ignited an explosion of delight. One more glass please!Orchestrating the team together was Shine the manager at the club access level who was very customer oriented and delighting us with every interaction. Thank you pan pacific for the wonderful experience and assembling such an A STAR team!",Pan Pacific Singapore Hotel,4.5
44,5.0,"We had a relaxing stay in your lovely property at the beginning of a long weekend. Thank you to your friendly Chef Concierge Jimmy and Yan from IRD team for making us feel welcome and special. We didn’t feel like checking out, till next time!",Pan Pacific Singapore Hotel,4.5
45,5.0,"Upon arrival, guest service officer khalili approached us and helped us with the check in procedures. We were seated at the lounge while he process the check in for us knowing im pregnant. It was a very nice gesture and we felt very welcomed. Great service and 5 star rating for him!",Pan Pacific Singapore Hotel,4.5
46,4.0,It was a great experience on staying to this hotel.Thank you for valuing us healthcare workers. The ambiance was serene. I feel relaxed during my stay here which I needed for a long time. Recommended! ,Pan Pacific Singapore Hotel,4.5
47,5.0,Staycation at Pan Pacific Singapore in March 2021. Services is excellent. Breakfast at edge restaurant is excellent as well. Only thing to improve on perhaps will be on the pillow quality.Too soft and low already. ,Pan Pacific Singapore Hotel,4.5
48,4.0,"Great hotel, but the check-in queues were terribly long. Kudos to Ms Edeline Tiong who managed the entire situation well, and still managed to maintain a calm and patient demeanor the entire time. Great job!",Pan Pacific Singapore Hotel,4.5
49,4.0,"We were impressed the excellent service extended to us from the moment we stepped out of the cab. TJ met us with much enthusiasm at the door that even my kids were thrilled by him; your friendly receptionist, specifically Yiling and Natalie were friendly and helpful during check in and check out (they actually remembered us out of the many guests that they encountered!); Shugar and Kenneth were also quick to serve and help us during dinner in the EDGE; the housekeeping lady that served us (room 2108) was also prompt in bringing us our request, and each time we bumped into her along the corridor, she greets us with a smile (Yes, even under her masks, we know she is smiling) ; the staff at the pool were polite too! All in all, we are glad we chose to stay with Pan Pacific for our 1st family staycation. We are more than happy to share our experience with our family and friends. In fact, we have helped our friends made future bookings too! Looking forward to meeting your wonderful staff again!",Pan Pacific Singapore Hotel,4.5
50,5.0,"Pan Pacific Hotel is always our top choice for hotel stay in Singapore. Mr Abhi is so friendly and awesome, who will ensure our stay is perfect and enjoyable one. Will let the picture do the saying ( city view of Singapore )",Pan Pacific Singapore Hotel,4.5
51,5.0,Excellent service. Ahbi at the reception counter was such a delight. He was super warm and welcoming. Very clean and spacious room. Will definitely pay another visit. All our requests have been fulfilled.,Pan Pacific Singapore Hotel,4.5
52,5.0,"Booked 2 rooms for our family staycation. Fast check-in & check-out. Excellent service rendered. All the amenities fulfilled. Walking distance to shopping malls such as Marina Square, Millenia Walk. Definitely recommend this hotel for couples/families or even work. A big thank you to Ms Yi Ling and Ms Natalie for assisting my family & myself checking in on 29/3/2021.",Pan Pacific Singapore Hotel,4.5
53,5.0,"Celebrated my honeymoon here for 3D2N Shoutout to the reception staff ABHI, who helped us and was super friendly and jovial Helped us get a high floor with a superb viewOverall experience was great with a super comfy king size bed",Pan Pacific Singapore Hotel,4.5
54,5.0,"First & foremost , I would liked to express my utmost gratitude to you for your generous appreciation to us members of “medical front liners”. Your beautiful staffs are greatly helpful and welcoming, would liked to commend Ms Sel who was particularly friendly and accomodating . Thanks guys",Pan Pacific Singapore Hotel,4.5
55,5.0,"It’s a fabulous staycation that we experienced, their service and facilities was excellent, friendly staff and accommodating. Will come back for sure for another stress relieve staycation. They strictly follow properly the Covid safety protocol which is very important during this pandemic crisis.",Pan Pacific Singapore Hotel,4.5
56,4.0,"Waiting time was short during Check-In. Would like to thank Mr. Abhi who assisted with our check in process, appreciated his prompt and efficient service. Breakfast at the edge restaurant was pleasant as well. Overall, the services are great, would visit Pan Pacific again.",Pan Pacific Singapore Hotel,4.5
57,4.0,"The good:- Check-in was very fast, cleared check-in within 15 mins. Requested a late check-out and got 1pm check-out.- Express check-out by passing room key to staff as I do not have additional payments to make.- The staff are polite and professional, will be happy to answer yr queries, ranging from reservation to front office to main door.- The view from Panaromic Room is fantastic, got the room facing suntec. The lift was facing outside rather than inside which was nice.- Sufficient amount of power plugs, a lot of switches to control different lighting.- Sheltered walkway to marina square and suntec city.The bad:- Equipment may be slightly dated, receiver for the blind is spoiled, had to get 2 engineers around 1 hr to fix it.- Some lighting were flashing, issue was temporary gone when the engineers was fixing the blind but came back afterwards.- There were some stains on the bathroom floor, which was cleared by the staff which came to attend the all the issues above after a call to reception.- Borrowed HDMI, but did not manage to connect to the TV, not sure if is the wire or connection issue.- A lot of side entrance are closed due to covid19, hence might not be easy on the first try to successfully reach the hotel without using main entrance, was walking throught the back alley. Leaving the hotel for shopping also faced the same issue.",Pan Pacific Singapore Hotel,4.5
58,5.0,"Thanks for this lovely staycay, had a great time with my family. Room was very spacious and clean, the stay was really comfy. Food quality at Keyaki has dropped a little since my last visit. Food at Edge buffet was still good as usual! ",Pan Pacific Singapore Hotel,4.5
59,5.0,"Queue was very long at the checking in on a Saturday afternoon. Thought it would be long wait, but the staffs were efficient in clearing the queue. Upon our turn, Abhi made our experience turned surprise and wonderful. Usually, hotel requests were usually ignored but he tried his best to fulfil our hotel requests as we had indicated during the booking. With such friendly and efficient work rate from him, I would certainly revisit pan pacific again.",Pan Pacific Singapore Hotel,4.5
60,5.0,"We would first like to a laud doorman Mr. Ismail for his warmth and kindness when he took the initiative to greet, and subsequently offered directions to nearby shopping malls.Upon checking in on 25 March 2021 at around 3pm, there were two long queues at the Reception Counter. I am heartened to see members of your staff taking the initiative to direct some of the guests to the three counters on the left (Departure, ?Redemption) which certainly expedited the check-in process. We would like to commend Ms. Jane, who was very polite and helpful, and ensured a smooth check-in process.We would like to laud Ms. Sammi for her soft-spoken and corteous demeanour. Ms. Sammi was very patient with our enquiries when explained thoroughly to us the differences between the room charges and upgrading fees.The next morning, at Edge Restaurant, waitress Ms. Zainab was also very hospitable and engaged with us with light conversations during our breakfast. Ordering the food on the app was easy and quick, and the food was very promptly sent to our tables within minutes.  Aside from the delicious breakfast spread, the service at Edge Restaurant was good and efficient.Room Service to Room 2727 was also very prompt, when we called ServiceOne to request for an additional pillow and blanket.However, we would also like to bring your attention to some faulty room amenities in Room 1311. Firstly, we would like to highlight the broken handle of the clothes iron. Secondly, the ironing board was wobbly and collapsed during utilisation. We also encountered some confusion with the minibars with its auto-lock mechanism, which resulted to us calling ServiceOne for assistance. All in all, we are amazed at the overall efficiency and service that the Pan Pacific Singapore team has rendered to my family and I. These days, it is very rare to encounter such patient service staff in Singapore, but your staff certainly proved me wrong. Hereafter, Pan Pacific Singapore will always be in our consideration for future staycations.",Pan Pacific Singapore Hotel,4.5
61,4.0,Thank you Mr Raymond and FNB team for making our actual wedding reception a memorable one. Thanks for guiding us throughout the whole dinner process and gave the guests flower petals to throw and playing bubbles even though we did not request for them. We deeply appreciate all the hardwork you have done:),Pan Pacific Singapore Hotel,4.5
62,5.0,"We have a nice stay at Pan Pacific (Singapore). They served good food and excellence services from the service staffs, particularly Jane, the front desk staff. She’s knowledgeable & rendered personalised service by sending our room keys to us  when we’re at the poolside.",Pan Pacific Singapore Hotel,4.5
63,3.0,All was ok except for food... Please have halal breakfast next time for the muslims and vegetarian for the vegans... And the reception staff said no pork no lard but when I went for my breakfast there was pork in the menu... I couldn’t eat at all I’m a Muslim... ,Pan Pacific Singapore Hotel,4.5
64,5.0,Stayed here for a birthday surprise staycation. Despite the initial long check-in lines (#COVIDtimes) the staff quickly opened up additional counters elsewhere to move things along. The hotel seemed to be at full capacity and staff were working flat out but took the time show us around the hotel and gave us a few extras that just made our stay special.  Don’t miss a ride on the tallest external glass elevators in Singapore!,Pan Pacific Singapore Hotel,4.5
65,4.0,"It was really a pleasant surprise to receive something special for our Anniversary. Initially, when we indicate in our email about our Anniversary, it was not taken notice, but we're so wrong. We went out for a short while, and when we came back, viola, there's something for us to celebrate our Anniversary together. It was really memorable. Thank you soooooo much, Pan Pacific Hotel, for making us feel loved & honoured during our stay.Oh, we wished your pillows were available for us to purchase (unfortunately, not in stock), my hubby and I just simply love how soft and fluffy your pillows are..",Pan Pacific Singapore Hotel,4.5
66,5.0,"Booked a staycation at the Pan Pacific for my birthday. Lovely staff and check in was quite efficient! Special shout out to Roxanne at the concierge for being super attentive and accommodating. Immediately noticed it was my birthday and helped me with a late check out . The Pan Pacific is one of my family's fave hotels in Sg. It's the first time I'm coming back without them. While coming alone is not as fun, glad that their warm hospitality has stayed the same. Excited for the next few hours",Pan Pacific Singapore Hotel,4.5
67,5.0,"We had a pleasant stay here at Pan Pacific Singapore where the staffs are friendly and efficient. Especially to a staff by the name of Rina Almenenza, Cris and Jane providing us the best assistance and service. Definitely we will stay here again in future and fully recommending this hotel to everyone.",Pan Pacific Singapore Hotel,4.5
68,4.0,Thank you to pam pacific staff. They give a vey great welcome and helpful. All of them frm manager level til room houskeeper. Never fail to SMILE. Such a relax place to stay. Would like to come again. To bring my parents along..... gd job pan pacific.. keep the good team work. ,Pan Pacific Singapore Hotel,4.5
69,5.0,"If you are visiting Singapore, I highly recommend you to stay at Pan Pacific Singapore as the staff are very friendly and efficient. The hotel has a very high standard of cleanliness and the room is very comfortable. A special mention to Rina, Cris and Jane who have helped me alot during my stay.",Pan Pacific Singapore Hotel,4.5
70,5.0,All the staff is very accommodating especially Rina Almenenza and Jane .This kind of staff should give more compliment for being a good staff ...easy communication and understand all our needs.The amenities is good for baby...our grand daughter really enjoy swimming.,Pan Pacific Singapore Hotel,4.5
71,5.0,Our stay was much more meaningful because of the staffs warm welcome. Sel from the check in counter was really helpful and accomodated us  well. Its my first time in this hotel and the staffs gestures and superb accomodation would want me to come back again.,Pan Pacific Singapore Hotel,4.5
72,5.0,"If only the toilet have bidet or water spray otherwise everything else is excellent from the room cleanliness, to breakfast menu, to feeling hospitality, friendly staff and importantly we had a good sleep.",Pan Pacific Singapore Hotel,4.5
73,5.0,"I would like to thank & express my appreciation to all staff og Pan Pacific Singapore for their warm & kind service during our stay in your luxurious hotel.So much grateful & impressed for your treat in recognition to us as healthcare workers making us Super heroes during this time of pandemic.I would like to extend my sincere gratitude to one of your staff at the front deck ,Mr.Jayrick for being so friendly,helpful,accomodating & most especially for the kind gesture for arranging a surprised complimentary birthday sweets for me.Greatly amazed!I will surely treasure every moments of staying at Pan Pacific.I am happy & proud to share my wonderful experience to my friends & colleagues!Once again thank you,more power & God bless!",Pan Pacific Singapore Hotel,4.5
